0,1,{}
0,2,{}
0,3,{}
0,4,{}
0,5,{}
0,6,{}
0,7,{}
0,8,{}
0,9,{}
0,10,{}
0,11,{}
0,12,{}
0,13,{}
0,14,{}
0,18,{}
0,23,{}
0,26,{}
0,28,{}
0,29,{}
0,31,{}
0,33,{}
0,34,{}
0,42,{}
0,49,{}
0,57,{}
0,61,{}
0,68,{}
0,70,{}
0,73,{}
0,106,{}
0,114,{}
0,119,{}
0,131,{}
0,137,{}
0,147,{}
0,152,{}
0,154,{}
0,155,{}
0,165,{}
0,167,{}
0,172,{}
0,177,{}
0,184,{}
0,194,{}
0,206,{}
0,212,{}
0,225,{}
0,239,{}
0,240,{}
0,243,{}
1,10,{}
1,11,{}
1,12,{}
1,13,{}
1,15,{}
1,31,{}
1,44,{}
1,47,{}
1,52,{}
1,59,{}
1,91,{}
1,100,{}
1,104,{}
1,188,{}
1,196,{}
1,229,{}
1,246,{}
2,6,{}
2,8,{}
2,11,{}
2,12,{}
2,25,{}
2,28,{}
2,35,{}
2,43,{}
2,46,{}
2,58,{}
2,66,{}
2,84,{}
2,98,{}
2,114,{}
2,138,{}
2,170,{}
2,176,{}
2,181,{}
2,186,{}
2,205,{}
2,237,{}
2,238,{}
3,6,{}
3,7,{}
3,9,{}
3,76,{}
3,108,{}
3,116,{}
4,6,{}
4,7,{}
4,9,{}
4,10,{}
4,11,{}
4,15,{}
4,16,{}
4,20,{}
4,21,{}
4,22,{}
4,29,{}
4,30,{}
4,37,{}
4,42,{}
4,45,{}
4,47,{}
4,65,{}
4,68,{}
4,69,{}
4,73,{}
4,86,{}
4,102,{}
4,104,{}
4,126,{}
4,137,{}
4,145,{}
4,227,{}
4,245,{}
5,6,{}
5,7,{}
5,8,{}
5,9,{}
5,13,{}
5,15,{}
5,17,{}
5,18,{}
5,19,{}
5,22,{}
5,23,{}
5,24,{}
5,27,{}
5,37,{}
5,49,{}
5,56,{}
5,57,{}
5,58,{}
5,59,{}
5,60,{}
5,61,{}
5,64,{}
5,67,{}
5,68,{}
5,69,{}
5,85,{}
5,86,{}
5,88,{}
5,91,{}
5,92,{}
5,113,{}
5,115,{}
5,122,{}
5,123,{}
5,133,{}
5,136,{}
5,138,{}
5,139,{}
5,172,{}
5,186,{}
5,188,{}
5,189,{}
5,190,{}
5,207,{}
5,235,{}
5,238,{}
6,7,{}
6,8,{}
6,9,{}
6,10,{}
6,11,{}
6,14,{}
6,15,{}
6,17,{}
6,20,{}
6,24,{}
6,26,{}
6,29,{}
6,32,{}
6,33,{}
6,54,{}
6,56,{}
6,57,{}
6,59,{}
6,70,{}
6,84,{}
6,92,{}
6,95,{}
6,98,{}
6,120,{}
6,128,{}
6,129,{}
6,134,{}
6,136,{}
6,165,{}
6,172,{}
6,191,{}
6,196,{}
6,204,{}
6,210,{}
6,212,{}
6,215,{}
6,222,{}
6,224,{}
7,8,{}
7,12,{}
7,13,{}
7,20,{}
7,22,{}
7,24,{}
7,26,{}
7,31,{}
7,37,{}
7,41,{}
7,62,{}
7,70,{}
7,74,{}
7,83,{}
7,89,{}
7,92,{}
7,93,{}
7,98,{}
7,101,{}
7,109,{}
7,111,{}
7,112,{}
7,180,{}
7,204,{}
7,217,{}
7,218,{}
7,226,{}
8,12,{}
8,14,{}
8,16,{}
8,17,{}
8,18,{}
8,19,{}
8,20,{}
8,21,{}
8,22,{}
8,23,{}
8,28,{}
8,42,{}
8,45,{}
8,50,{}
8,62,{}
8,63,{}
8,64,{}
8,70,{}
8,72,{}
8,75,{}
8,82,{}
8,89,{}
8,93,{}
8,98,{}
8,99,{}
8,103,{}
8,110,{}
8,113,{}
8,118,{}
8,125,{}
8,131,{}
8,132,{}
8,150,{}
8,154,{}
8,163,{}
8,175,{}
8,178,{}
8,181,{}
8,191,{}
8,201,{}
8,215,{}
8,216,{}
8,220,{}
8,230,{}
8,238,{}
9,10,{}
9,17,{}
9,30,{}
9,31,{}
9,34,{}
9,45,{}
9,50,{}
9,51,{}
9,52,{}
9,60,{}
9,62,{}
9,68,{}
9,75,{}
9,76,{}
9,105,{}
9,109,{}
9,152,{}
9,154,{}
9,166,{}
9,170,{}
9,176,{}
9,179,{}
9,192,{}
9,193,{}
9,197,{}
9,217,{}
9,227,{}
9,231,{}
10,15,{}
10,16,{}
10,17,{}
10,18,{}
10,33,{}
10,36,{}
10,41,{}
10,44,{}
10,48,{}
10,71,{}
10,80,{}
10,83,{}
10,88,{}
10,94,{}
10,103,{}
10,104,{}
10,128,{}
10,149,{}
10,150,{}
10,152,{}
10,166,{}
10,169,{}
10,178,{}
10,183,{}
10,186,{}
10,194,{}
10,216,{}
10,222,{}
10,224,{}
10,228,{}
10,243,{}
11,13,{}
11,14,{}
11,16,{}
11,33,{}
11,36,{}
11,38,{}
11,43,{}
11,63,{}
11,67,{}
11,88,{}
11,93,{}
11,104,{}
11,109,{}
11,120,{}
11,150,{}
11,160,{}
11,162,{}
11,175,{}
11,190,{}
11,200,{}
11,210,{}
11,214,{}
11,232,{}
11,234,{}
11,247,{}
12,14,{}
12,21,{}
12,24,{}
12,25,{}
12,28,{}
12,29,{}
12,32,{}
12,38,{}
12,42,{}
12,47,{}
12,48,{}
12,50,{}
12,51,{}
12,53,{}
12,56,{}
12,60,{}
12,65,{}
12,67,{}
12,74,{}
12,97,{}
12,101,{}
12,105,{}
12,114,{}
12,123,{}
12,127,{}
12,131,{}
12,139,{}
12,141,{}
12,148,{}
12,153,{}
12,154,{}
12,161,{}
12,182,{}
12,205,{}
12,237,{}
12,242,{}
12,248,{}
13,18,{}
13,19,{}
13,25,{}
13,26,{}
13,30,{}
13,32,{}
13,33,{}
13,42,{}
13,44,{}
13,46,{}
13,49,{}
13,52,{}
13,86,{}
13,100,{}
13,110,{}
13,117,{}
13,119,{}
13,129,{}
13,138,{}
13,160,{}
13,173,{}
13,189,{}
13,199,{}
13,211,{}
13,225,{}
13,228,{}
13,232,{}
14,16,{}
14,19,{}
14,20,{}
14,31,{}
14,36,{}
14,39,{}
14,54,{}
14,73,{}
14,76,{}
14,80,{}
14,81,{}
14,85,{}
14,107,{}
14,122,{}
14,126,{}
14,143,{}
14,158,{}
14,168,{}
14,171,{}
14,182,{}
14,203,{}
14,214,{}
14,231,{}
14,237,{}
14,240,{}
15,21,{}
15,23,{}
15,39,{}
15,48,{}
15,53,{}
15,60,{}
15,71,{}
15,77,{}
15,80,{}
15,90,{}
15,94,{}
15,105,{}
15,113,{}
15,117,{}
15,120,{}
15,133,{}
15,142,{}
15,147,{}
15,159,{}
15,193,{}
15,199,{}
15,210,{}
15,212,{}
16,19,{}
16,25,{}
16,34,{}
16,35,{}
16,41,{}
16,67,{}
16,130,{}
16,141,{}
16,164,{}
16,171,{}
16,185,{}
16,208,{}
17,32,{}
17,40,{}
17,44,{}
17,56,{}
17,58,{}
17,61,{}
17,63,{}
17,81,{}
17,84,{}
17,91,{}
17,95,{}
17,102,{}
17,107,{}
17,114,{}
