,model,graph,n,p,pr,eps,gam,max_it,avg_nit,std_nit,avg_ncluster_01,std_ncluster_01,avg_ncluster_001,std_ncluster_001,avg_ncluster_00001,std_ncluster_00001,avg_mean_opinion,avg_std_opinions,avg_median_opinion,10B_avg_entr,10B_std_entr,10B_avg_norm_entr
10,rewiring,er,250,0.1,0.0,0.4,0.0,100000,28.8,2.08806130178211,1.0105314692744658,0.01206478763693086,1.010551723921317,0.012092641834213446,1.136451919847151,0.21367159411079864,0.4947965569010295,0.022440522496665668,0.4964020197164988,0.03034385464604573,0.03437668512928585,0.013217030618383568
11,rewiring,er,250,0.1,0.0,0.4,0.4,100000,47.0,1.5491933384829668,1.001606399793555,0.0032127995871101154,1.001606399793555,0.0032127995871101154,1.2185541170716965,0.3386082948159565,0.5058250492174475,0.005631318121974861,0.5057970503602478,0.0052155665966795075,0.010431133193359015,0.0022717714741464076
12,rewiring,er,250,0.1,0.0,0.4,0.8,100000,350.6,88.34387358498606,1.00887998484485,0.009175014422834232,1.008886699945745,0.00918630649957574,1.0549463446022238,0.059108809432744415,0.5086910702171549,0.021890035119748453,0.5088831433601723,0.02513795906982058,0.02567145849237423,0.010949471600925582
13,rewiring,er,250,0.1,0.0,0.4,1.2,100000,20272.9,7481.265019366711,1.0262886135239648,0.023285712387413268,1.0263517315008135,0.023341788298262715,1.1058996731204027,0.18202917091991289,0.5056003933914933,0.033025881492538496,0.5102007702906224,0.06770035247586617,0.05936676478946247,0.029488594708434276
14,rewiring,er,250,0.1,0.0,0.4,1.6,100000,89123.3,22001.47823238248,8.002677520060564,0.36581414072670015,33.418727375689635,3.288645258787273,68.05910377819087,9.2941632116869,0.5028616423586083,0.26608012226197736,0.5015043885470979,2.2216646536583355,0.03471629574225421,0.9677020304013781
15,rewiring,er,250,0.1,0.1,0.2,0.0,100000,2532.2,443.40676584824456,1.9516371072769645,0.08759166346442024,1.9516371072769645,0.08759166346442024,1.9516371072769645,0.08759166346442024,0.5093036637974779,0.2331122216987011,0.616313818856417,0.7158119933583424,0.03666551376769516,0.31178995363584394
16,rewiring,er,250,0.1,0.1,0.2,0.4,100000,47431.3,6771.244435847815,2.0168169586817037,0.13795082853345214,2.0168169586817037,0.13795082853345214,2.0168169586817037,0.13795082853345214,0.4973727762765932,0.23175038607390075,0.5069829952770641,0.7499848406948623,0.09591330774487195,0.32667479851902326
17,rewiring,er,250,0.1,0.1,0.2,0.8,100000,6513.3,3895.189187959938,2.0855787555566,0.2659541743775485,2.0868832955375844,0.2663008251409741,2.1977838674838166,0.45478404860185995,0.4979903431205742,0.22877437826361666,0.5595315889571413,0.8025508367299468,0.11848167213421978,0.3495712428628891
18,rewiring,er,250,0.1,0.1,0.2,1.2,100000,19402.4,3153.747079269357,2.7370320009854487,0.3707728346796876,2.7893072391093146,0.34917160750221005,2.7992377119371543,0.32946397634322616,0.5043239104057928,0.2601210748111403,0.5587817735096205,1.0326601202059362,0.1705315830136301,0.449801140506193
19,rewiring,er,250,0.1,0.1,0.2,1.6,100000,99999.0,0.0,8.070253299333945,0.4611983676780021,32.94954568036443,3.0063811976397745,62.624207435541116,4.847453211577428,0.49200821092282,0.2713542018146288,0.4892138239178436,2.258748687659103,0.018561621419220898,0.9838549160040383
20,rewiring,er,250,0.1,0.1,0.3,0.0,100000,1685.0,906.352470068902,1.4082417495167654,0.4669086063517807,1.4082417495167654,0.4669086063517807,1.5623493982419778,0.4326360641564967,0.5030089833497697,0.11066077518112892,0.4982522603719305,0.31904868496491184,0.3047268378818343,0.1389696954169195
21,rewiring,er,250,0.1,0.1,0.3,0.4,100000,11823.4,18379.77367216473,1.2095942411720846,0.39499653937867096,1.2095942411720846,0.39499653937867096,1.528753461590294,0.4347683105539479,0.4894963160884425,0.06421151212860379,0.5307224574115403,0.16988759601956088,0.26234413080261887,0.07399882396176471
22,rewiring,er,250,0.1,0.1,0.3,0.8,100000,3562.4,3251.06939944382,1.3989994828273815,0.4555927282958163,1.3990789083036854,0.4555340470172447,1.7210834483667536,0.3377611629303485,0.4921007074672663,0.10807871563839,0.4986612717056599,0.3166543932253865,0.31021383727029156,0.13792680130871254
23,rewiring,er,250,0.1,0.1,0.3,1.2,100000,42762.6,18843.351831348904,1.7434353856111169,0.37551006244912666,1.8011389733262109,0.40076403682345896,1.9802509163590165,0.21545428946029052,0.5234293628777344,0.18049307497022968,0.5830897784428338,0.569806384669137,0.2746185332986307,0.24819353113082002
24,rewiring,er,250,0.1,0.1,0.3,1.6,100000,57778.6,37491.86348316125,8.564315133141006,0.493176403359208,38.47321761216296,5.066418954403309,77.99888209432154,10.413137281957695,0.4973434830710356,0.2847804498860088,0.4940429494022871,2.262998739390004,0.019667075157810875,0.9857061331454422
25,rewiring,er,250,0.1,0.1,0.4,0.0,100000,620.4,487.6255120479239,1.0161740279680316,0.0051618316048197155,1.0194520729070935,0.004030694118397733,1.1615363475823746,0.2784274506657753,0.5028782452887027,0.03285236336308713,0.5027959641281005,0.056236468283939134,0.018406186448741303,0.02449521103527434
26,rewiring,er,250,0.1,0.1,0.4,0.4,100000,787.4,443.3899412481072,1.0227497256796336,0.0061852598554946936,1.0227563339974128,0.0061781952870023065,1.0310631949880005,0.009746759767427823,0.4932083808522349,0.041577609486592636,0.4918565938782552,0.07075480349932398,0.01907827698557075,0.030819037830124345
27,rewiring,er,250,0.1,0.1,0.4,0.8,100000,2300.2,1276.4014102154542,1.0343536077782152,0.006219991261634282,1.0360744373214656,0.0041126687244488645,1.1517031326061178,0.23379848429552905,0.4970382485568245,0.04917134889656676,0.4988375227485152,0.10276311057614833,0.003623547678923665,0.04476106265234453
28,rewiring,er,250,0.1,0.1,0.4,1.2,100000,29391.6,4395.354301987498,1.074022164275474,0.01936242718485112,1.0977222859247606,0.024472512352224127,1.1717007956163508,0.10811923671669854,0.5057457605351633,0.06661736801249314,0.509312288231808,0.22414973736380622,0.057910566344597424,0.09763406714137202
29,rewiring,er,250,0.1,0.1,0.4,1.6,100000,72047.8,30205.69695537582,8.539391228591036,0.3599101538156783,37.28908119894081,3.0743227272070377,71.38610620229223,6.9671400925139055,0.4884230476385195,0.2784991487803254,0.4945968687097084,2.255962469312693,0.011728076102441242,0.9826413083848492
30,rewiring,er,250,0.1,0.2,0.2,0.0,100000,1492.0,281.4555026998051,2.017844586922969,0.032912132239183656,2.017844586922969,0.032912132239183656,2.017844586922969,0.032912132239183656,0.5052636275881534,0.23647363484791695,0.4685627771055086,0.747376431307799,0.036085030558125716,0.3255386400732278
31,rewiring,er,250,0.1,0.2,0.2,0.4,100000,31479.0,3415.509215329392,1.9249238353571283,0.07684220290133979,1.9249238353571283,0.07684220290133979,1.9249238353571283,0.07684220290133979,0.4905072257812767,0.2298253614021681,0.3898810477555529,0.685103441009325,0.0229043942726758,0.29841406974180185
32,rewiring,er,250,0.1,0.2,0.2,0.8,100000,12889.6,6886.194321974946,2.1903045119210898,0.3021382078773504,2.1906205765904643,0.30206447404530257,2.1906489852867512,0.3020565950482557,0.5056124228054707,0.24172481305151494,0.41941714607198105,0.8320023272346582,0.13175149625333182,0.36239958179011006
33,rewiring,er,250,0.1,0.2,0.2,1.2,100000,58469.4,11256.663033066236,2.7579176720796355,0.31681022982423634,2.863220470636018,0.34335081020116864,2.933459970598981,0.3911914141944279,0.4948415711146548,0.2531594953924242,0.44278831631466187,1.1160516644928695,0.13162137228335263,0.4861244292581156
34,rewiring,er,250,0.1,0.2,0.2,1.6,100000,64222.8,41583.38884891418,8.713105373561941,0.3606565402352644,41.8817067467078,5.101626600313653,91.83105673577772,27.487524396213146,0.5005008446370748,0.2806770536490249,0.5063158134793267,2.249511514240433,0.027661724564838053,0.9798314323258434
35,rewiring,er,250,0.1,0.2,0.3,0.0,100000,705.2,356.2040987973046,1.2133416553636471,0.3903508913630418,1.2133550855654374,0.3903443877521989,1.4127161079296546,0.4756875382351334,0.4889573255055784,0.07321738712223155,0.5306793561340923,0.17967840044232825,0.2575203604960209,0.07826345557642957
