0,36,{}
0,41,{}
0,53,{}
0,126,{}
0,133,{}
0,249,{}
0,26,{}
0,85,{}
0,214,{}
0,245,{}
0,247,{}
0,124,{}
0,166,{}
0,135,{}
0,94,{}
0,120,{}
0,103,{}
0,190,{}
0,47,{}
0,24,{}
0,20,{}
0,132,{}
0,193,{}
1,124,{}
1,126,{}
1,171,{}
1,189,{}
1,188,{}
1,47,{}
1,164,{}
1,58,{}
1,143,{}
1,197,{}
1,121,{}
1,39,{}
1,7,{}
1,123,{}
1,196,{}
1,172,{}
1,54,{}
1,131,{}
1,94,{}
1,106,{}
1,247,{}
1,149,{}
1,24,{}
1,139,{}
1,248,{}
1,223,{}
1,49,{}
1,21,{}
1,159,{}
1,119,{}
2,227,{}
2,229,{}
2,238,{}
2,239,{}
2,185,{}
2,118,{}
2,129,{}
2,205,{}
2,82,{}
2,246,{}
2,62,{}
2,134,{}
2,5,{}
2,213,{}
2,116,{}
2,88,{}
2,42,{}
2,6,{}
2,202,{}
2,8,{}
2,75,{}
3,18,{}
3,23,{}
3,53,{}
3,123,{}
3,143,{}
3,85,{}
3,234,{}
3,181,{}
3,100,{}
3,214,{}
3,36,{}
3,197,{}
3,39,{}
3,47,{}
3,106,{}
3,171,{}
3,50,{}
3,91,{}
3,121,{}
3,57,{}
3,130,{}
3,188,{}
3,189,{}
3,26,{}
3,156,{}
3,154,{}
4,87,{}
4,157,{}
4,199,{}
4,136,{}
4,99,{}
4,200,{}
4,38,{}
4,201,{}
4,76,{}
4,183,{}
4,125,{}
4,35,{}
4,22,{}
4,12,{}
4,242,{}
4,137,{}
4,237,{}
4,153,{}
4,244,{}
4,182,{}
4,27,{}
4,142,{}
4,19,{}
4,151,{}
4,52,{}
4,217,{}
5,228,{}
5,238,{}
5,239,{}
5,210,{}
5,113,{}
5,127,{}
5,232,{}
5,61,{}
5,170,{}
5,218,{}
5,147,{}
5,140,{}
5,44,{}
5,169,{}
6,60,{}
6,77,{}
6,97,{}
6,128,{}
6,218,{}
6,236,{}
6,241,{}
6,15,{}
6,246,{}
6,173,{}
6,152,{}
6,62,{}
6,227,{}
6,95,{}
6,116,{}
6,226,{}
6,187,{}
6,192,{}
6,37,{}
6,34,{}
6,127,{}
6,42,{}
6,195,{}
6,140,{}
6,102,{}
6,228,{}
7,25,{}
7,180,{}
7,196,{}
7,224,{}
7,159,{}
7,54,{}
7,91,{}
7,149,{}
7,85,{}
7,161,{}
7,208,{}
7,249,{}
7,55,{}
7,193,{}
7,166,{}
7,133,{}
8,116,{}
8,145,{}
8,147,{}
8,150,{}
8,174,{}
8,203,{}
8,218,{}
8,30,{}
8,67,{}
8,62,{}
8,246,{}
8,206,{}
8,227,{}
8,202,{}
8,122,{}
8,118,{}
8,195,{}
8,155,{}
8,93,{}
8,114,{}
8,129,{}
8,236,{}
8,77,{}
8,84,{}
8,61,{}
8,72,{}
8,152,{}
8,205,{}
8,56,{}
9,80,{}
9,106,{}
9,112,{}
9,124,{}
9,131,{}
9,181,{}
9,197,{}
9,36,{}
9,193,{}
9,18,{}
9,154,{}
9,54,{}
9,94,{}
9,100,{}
9,23,{}
9,231,{}
9,50,{}
9,109,{}
9,156,{}
9,190,{}
9,164,{}
9,209,{}
9,249,{}
9,167,{}
9,110,{}
9,149,{}
9,85,{}
9,57,{}
9,133,{}
9,47,{}
10,83,{}
10,113,{}
10,122,{}
10,158,{}
10,173,{}
10,206,{}
10,240,{}
10,232,{}
10,40,{}
10,138,{}
10,29,{}
10,226,{}
10,77,{}
10,73,{}
10,150,{}
10,152,{}
10,194,{}
10,34,{}
10,145,{}
10,127,{}
10,114,{}
10,134,{}
10,102,{}
10,218,{}
10,118,{}
10,13,{}
10,236,{}
10,95,{}
10,228,{}
10,108,{}
10,128,{}
11,40,{}
11,72,{}
11,83,{}
11,122,{}
11,127,{}
11,203,{}
11,218,{}
11,62,{}
11,56,{}
11,158,{}
11,147,{}
11,243,{}
11,210,{}
11,227,{}
11,155,{}
11,138,{}
11,202,{}
11,230,{}
11,42,{}
11,116,{}
11,102,{}
11,95,{}
11,88,{}
11,13,{}
11,236,{}
11,140,{}
11,75,{}
11,213,{}
11,185,{}
12,48,{}
12,90,{}
12,233,{}
12,92,{}
12,144,{}
12,28,{}
12,142,{}
12,52,{}
12,186,{}
12,27,{}
12,244,{}
12,157,{}
12,78,{}
12,19,{}
12,162,{}
12,105,{}
12,235,{}
12,89,{}
12,225,{}
12,107,{}
12,183,{}
12,98,{}
12,237,{}
12,211,{}
13,42,{}
13,210,{}
13,84,{}
13,173,{}
13,239,{}
13,218,{}
13,43,{}
13,97,{}
13,113,{}
13,243,{}
13,246,{}
13,114,{}
13,147,{}
13,232,{}
13,241,{}
13,213,{}
13,111,{}
13,112,{}
13,61,{}
13,88,{}
13,194,{}
13,118,{}
13,240,{}
13,129,{}
14,85,{}
14,119,{}
14,154,{}
14,208,{}
14,71,{}
14,126,{}
14,49,{}
14,132,{}
14,191,{}
14,209,{}
14,166,{}
14,58,{}
14,130,{}
14,26,{}
14,41,{}
14,131,{}
14,94,{}
14,47,{}
14,53,{}
14,64,{}
14,148,{}
14,18,{}
14,160,{}
14,16,{}
14,223,{}
14,171,{}
14,24,{}
14,23,{}
15,77,{}
15,118,{}
15,170,{}
15,230,{}
15,128,{}
15,152,{}
15,112,{}
15,114,{}
15,75,{}
15,205,{}
15,37,{}
15,102,{}
15,218,{}
15,17,{}
15,113,{}
15,222,{}
15,246,{}
15,243,{}
16,184,{}
16,130,{}
16,209,{}
16,180,{}
16,204,{}
16,21,{}
16,54,{}
16,50,{}
16,161,{}
16,172,{}
16,160,{}
16,86,{}
16,197,{}
16,103,{}
16,124,{}
16,80,{}
17,72,{}
17,111,{}
17,128,{}
17,202,{}
17,228,{}
17,88,{}
17,29,{}
17,155,{}
17,96,{}
17,112,{}
17,174,{}
17,230,{}
17,145,{}
18,39,{}
18,41,{}
18,64,{}
18,123,{}
18,172,{}
18,193,{}
18,214,{}
18,231,{}
18,50,{}
18,119,{}
18,247,{}
18,248,{}
18,94,{}
18,135,{}
18,126,{}
18,188,{}
18,139,{}
18,103,{}
18,191,{}
18,184,{}
18,149,{}
18,71,{}
18,159,{}
